"","Moon_standardized","Other_standardized"
"1",0.205501587320738,-0.717765691162753
"2",0.432353988908565,0.00149846699616425
"3",-0.234858956937986,-0.605380666450422
"4",0.205501587320738,-0.897581730702482
"5",0.205501587320738,1.5074577981414
"6",0.432353988908565,-1.07739777024221
"7",1.09956693475512,-0.650334676335354
"8",-0.234858956937986,-0.425564626910693
"9",1.98696015273103,2.24919896124278
"10",0.872714533167289,0.0239754719386304
"11",0.205501587320738,0.136360496650961
"12",-1.56928484863109,0.226268516420826
"13",-1.12892430437236,1.5074577981414
"14",-1.79613725021892,-0.807673710932618
"15",-0.681891630655175,-0.470518636795625
